39, State-gov,77516, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40,0, <=50K
27, Private,169958, 5th-6th,3, Never-married, Craft-repair, Own-child, White, Male,0,0,40,21541, <=50K
19, Private,240686, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,25,21542, <=50K
52, Local-gov,124793, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,21543, <=50K
25, Self-emp-not-inc,113948, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,0,0,45,21544, <=50K
17, ?,241021, 12th,8, Never-married, ?, Own-child, Other, Female,0,0,40,21545, <=50K
21, Private,147655, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,21546, <=50K
41, Self-emp-not-inc,38876, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60,21547, <=50K
55, Private,117299, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40,21548, >50K
20, ?,114813, 10th,6, Separated, ?, Unmarried, White, Female,0,0,40,21549, <=50K
24, Private,136310, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,21550, <=50K
41, Federal-gov,153132, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38,21551, >50K
23, Private,197552, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35,21552, <=50K
33, Private,69748, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40,21553, <=50K
29, Private,175738, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45,21554, >50K
50, State-gov,78649, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40,21555, <=50K
37, Self-emp-inc,188774, 11th,7, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,60,21556, <=50K
48, Private,155659, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40,21557, >50K
19, Federal-gov,215891, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10,21558, <=50K
40, Private,144928, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40,21559, <=50K
30, Private,33688, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Female,0,1669,70,21560, <=50K
65, Private,262446, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20,21561, <=50K
44, Federal-gov,191295, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48,21562, <=50K
32, Private,279173, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,45,21563, <=50K
41, Private,153031, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,65,21564, >50K
28, Private,202239, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55,21565, <=50K
44, Federal-gov,469454, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,48,21566, >50K
39, Local-gov,164156, Assoc-acdm,12, Divorced, Other-service, Unmarried, White, Female,0,0,55,21567, <=50K
59, Private,196482, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40,21568, <=50K
31, Private,176185, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60,21569, >50K
34, Private,287315, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40,21570, <=50K
20, Private,117210, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40,21571, <=50K
33, Private,41610, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,21572, <=50K
52, Private,160703, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65,21573, >50K
31, Private,80511, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, White, Female,0,0,44,21574, <=50K
39, Private,219155, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43,21575, <=50K
35, Private,106347, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45,21576, <=50K
37, Self-emp-not-inc,68899, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2129,40,21577, <=50K
44, Self-emp-not-inc,163985, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32,21578, >50K
28, Private,270887, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,65,21579, <=50K
17, Private,205726, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,15,21580, <=50K
23, Private,218899, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,60,21581, <=50K
35, Private,186183, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,80,21582, >50K
19, Private,248749, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20,21583, <=50K
30, Private,197558, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,21584, <=50K
27, Private,176514, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,21585, <=50K
29, ?,116820, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,50,21586, <=50K
27, Private,128730, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,10520,0,65,21587, >50K
37, Private,215503, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,45,21588, >50K
44, Private,226129, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,21589, >50K
34, Private,175856, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,55,21590, >50K
43, Private,281138, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40,21591, <=50K
41, Private,98061, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40,21592, <=50K
34, Self-emp-not-inc,260560, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50,21593, <=50K
23, Private,289909, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45,21594, <=50K
51, Private,59590, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20,21595, <=50K
24, Private,236769, Assoc-acdm,12, Never-married, Exec-managerial, Own-child, White, Male,0,0,40,21596, <=50K
38, Self-emp-not-inc,423616, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,24,21597, >50K
24, Private,291407, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40,21598, <=50K
53, Self-emp-inc,100029, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,21599, >50K
33, Private,204494, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56,21600, >50K
24, Private,201680, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40,21601, <=50K
45, Private,154308, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40,21602, >50K
31, Private,150324, 11th,7, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50,21603, <=50K
38, Local-gov,331609, Some-college,10, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,47,21604, <=50K
28, Private,100829, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50,21605, >50K
38, Private,203169, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50,21606, >50K
25, Private,122075, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50,21607, <=50K
29, Private,178778, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40,21608, <=50K
29, Private,276345, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50,21609, <=50K
48, Private,233511, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50,21610, >50K
24, Private,289448, Assoc-voc,11, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40,21611, <=50K
31, Private,173350, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30,21612, <=50K
36, Private,130589, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45,21613, <=50K
62, Private,94318, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,21614, >50K
25, Private,297531, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40,21615, <=50K
55, Private,129762, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,21616, <=50K
21, Private,182614, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,40,21617, <=50K
60, Private,120067, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45,21618, <=50K
41, Private,182370, Assoc-acdm,12, Divorced, Craft-repair, Own-child, White, Male,0,0,40,21619, <=50K
43, State-gov,60949, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,21620, <=50K
30, Private,190511, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,21621, >50K
47, Private,188195, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,21622, <=50K
50, Private,89534, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,21623, <=50K
41, Self-emp-inc,125831, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1887,55,21624, >50K
23, Private,183358, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40,21625, <=50K
38, ?,75024, 7th-8th,4, Divorced, ?, Not-in-family, White, Female,0,0,40,21626, <=50K
30, Private,251120, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40,21627, <=50K
35, Private,108946, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40,21628, <=50K
25, Private,93223, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35,21629, <=50K
61, Private,147393, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20,21630, <=50K
71, ?,45801, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,70,21631, <=50K
35, State-gov,225385, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40,21632, <=50K
35, Federal-gov,23892, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40,21633, <=50K
38, Private,179668, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40,21634, <=50K
27, Self-emp-not-inc,404998, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40,21635, <=50K
51, Private,68882, 1st-4th,2, Widowed, Other-service, Unmarried, White, Female,0,0,35,21636, <=50K
55, Self-emp-not-inc,194065, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,40,21637, <=50K
45, Private,357540, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2002,55,21638, <=50K
33, Private,185336, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40,21639, <=50K
25, State-gov,152503, Some-college,10, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40,21640, <=50K
52, Private,167794, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38,21641, >50K
46, Private,96552, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,17,21642, <=50K
34, Private,169527, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,4386,0,20,21643, <=50K
52, State-gov,254285, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,21644, <=50K
47, Private,32509, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,40,21645, <=50K
46, Private,125492, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40,21646, <=50K
36, Self-emp-inc,186035, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60,21647, >50K
69, ?,168794, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,48,21648, <=50K
34, Private,191856, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,7298,0,40,21649, >50K
36, Private,215503, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65,21650, <=50K
31, Private,187560, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40,21651, <=50K
31, Self-emp-not-inc,252752, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,2415,40,21652, >50K
38, Local-gov,210991, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40,21653, <=50K
57, Local-gov,190748, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35,21654, <=50K
24, Private,117767, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,20,21655, <=50K
37, Private,301070, HS-grad,9, Divorced, Farming-fishing, Unmarried, White, Male,0,0,45,21656, <=50K
69, Self-emp-not-inc,204645, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,9386,0,72,21657, >50K
39, Private,186183, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,21658, >50K
38, Private,131808, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Male,0,0,40,21659, <=50K
34, State-gov,156292, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40,21660, <=50K
21, Private,124589, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40,21661, <=50K
21, Private,262819, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20,21662, <=50K
61, Private,95500, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,21663, <=50K
35, Private,241306, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45,21664, <=50K
29, Private,238680, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,55,21665, <=50K
18, ?,42293, 10th,6, Never-married, ?, Own-child, White, Female,0,0,30,21666, <=50K
41, Local-gov,168071, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,45,21667, <=50K
42, Private,337629, 12th,8, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60,21668, >50K
52, Private,168001, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40,21669, >50K
38, Private,97759, 12th,8, Never-married, Other-service, Unmarried, White, Female,0,0,17,21670, <=50K
51, Self-emp-not-inc,107096, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50,21671, <=50K
55, Private,76860, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,40,21672, <=50K
20, Private,70076, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40,21673, <=50K
23, Private,312017, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40,21674, <=50K
24, Private,174138, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,21675, <=50K
48, Private,125892, Bachelors,13, Divorced, Exec-managerial, Other-relative, White, Male,0,0,40,21676, <=50K
22, Private,210474, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40,21677, <=50K
22, State-gov,157332, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15,21678, <=50K
28, Private,30771, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40,21679, <=50K
28, Private,319768, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,45,21680, >50K
34, Private,209101, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,55,21681, >50K
25, Private,324609, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40,21682, <=50K
48, Private,268234, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50,21683, <=50K
32, Local-gov,178109, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,43,21684, <=50K
31, Private,25955, 9th,5, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35,21685, <=50K
65, ?,123484, HS-grad,9, Widowed, ?, Other-relative, White, Female,0,0,25,21686, <=50K
56, Local-gov,129762, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35,21687, <=50K
22, Self-emp-not-inc,108506, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,75,21688, <=50K
27, Private,241607, Bachelors,13, Never-married, Tech-support, Other-relative, White, Male,0,0,50,21689, <=50K
27, Federal-gov,214385, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40,21690, <=50K
30, Local-gov,183000, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45,21691, <=50K
33, Private,290763, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40,21692, <=50K
50, Private,171924, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43,21693, >50K
19, Private,97189, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,22,21694, <=50K
42, Private,195096, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40,21695, <=50K
37, Federal-gov,329088, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40,21696, <=50K
26, Private,58371, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40,21697, <=50K
32, ?,256371, 12th,8, Never-married, ?, Own-child, Black, Female,0,0,40,21698, <=50K
43, Private,35824, Some-college,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,40,21699, <=50K
47, Private,173271, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,21700, <=50K
26, Private,391349, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,21701, >50K
24, Private,86153, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,21702, <=50K
34, Private,295855, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,70,21703, <=50K
33, Self-emp-not-inc,327902, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45,21704, <=50K
35, Private,285102, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40,21705, >50K
57, Private,178353, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50,21706, >50K
45, Private,28119, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,7,21707, <=50K
